pond,y
pondscape,y
popularity,
population,
population growth,
port,
portfolio,
portugal,y
position,
position statement,
positive change,y
positive correlation,y
positive effect,y
positive emotion,y
positive impact,
positive influence,
positive outcome,
possibility,
post,
post covid,
post intervention,
potential,
potential application,
potential area,
potential benefit,
potential co benefit,
potential contribution,
potential effect,
potential impact,
potential implication,
potential nature,
potential role,
potential solution,
potential synergy,
potentiality,
pound,
poverty,
power,
poznan,y
practical application,
practical implementation,
practical implication,
practical relevance,
practical solution,
practice,
practitioner,
practitioners perspective,
prague,y
pre,
precipitation,
precision,
predator,y
prediction,
preference,
preferred reporting item,
preliminary evidence,
preparation,
prerequisite,
presence,
present,
present paper,
present study,
present work,
preservation,
pressure,
prevalence,
prevention,
previous research,
previous study,
price,
primary outcome,
principle,
prioritization,
priority,
priority area,
prisma,
prisma methodology,
private land,
private sector,
pro,
pro environmental behavior,
probability,
problem,
procedure,
process,
product,
production,
productivity,
professional,
program,
programme,
progress,
project,
project design,
projection,
proliferation,
prominence,
promise,
promising alternative,
promising approach,
promising avenue,
promising opportunity,
promising strategy,
promotion,
proof,
propagation,
property,
proportion,
proposal,
proposed solution,
prospect,
protected area,y
protection,y
protection forest,y
protective effect,y
protective role,y
protocol,
prototype,
provision,
provisioning,
proximity,
proxy,
psychological,y
psychological benefit,y
psychological comfort,y
psychological distress,y
psychological engagement,y
psychological health,y
psychological wellbeing,y
psychopharmaceutical,y
psychotherapy,y
psycinfo,
ptsd,
public,y
public acceptance,y
public awareness,y
public building,y
public health,y
public health benefit,y
public participation,y
public perception,y
public policy,y
public preference,y
public space,y
public support,y
publication,
pubmed,
purification,y
purpose,
pursuit,
qualitative analysis,
qualitative content analysis,
qualitative data,
qualitative evaluation,
qualitative interview,
qualitative research,
qualitative study,
quality,
quality criterium,
quality framework,
quantification,
quantitative approach,
quantitative assessment,
quantitative data,
quantitative evaluation,
quantitative evidence,
quantitative study,
quantity,
question,
questionnaire,
questionnaire survey,
race,
raf,
rafs,
rain,
rain garden,y
rainfall,y
rainfall event,y
rainfall pattern,y
rainwater,y
rainwater harvesting,y
randomised controlled trial,
randomized controlled trial,
range,
rangeland,
rapid urbanization,
rate,
ratio,
rationale,
rcts,
reach,
realignment,
reality,
realization,
realm,
reason,
recent decade,
recent development,
recent literature,
recent study,
recent year,
reclamation,
recognition,
recommendation,
reconstruction,
record,
recovery,
recreation,
recreational activity,
recreational ecosystem service,
recreational value,
redd,
reduction,
reef,
reference,
reflection,
reforestation,y
regard,
regeneration,y
regenerative agriculture,y
regime,
region,
regional scale,y
regulation,
rehabilitation,
rejuvenation,
relatedness,
relation,
relational value,
relationship,
relative humidity,y
relative importance,
relaxation,
release,
relevance,
relevant article,
relevant study,
reliability,
reliance,
remediation,
remote sensing,
remote sensing data,
removal,
removal efficiency,
removal mechanism,
replicability,
replication,
report,
reporting,
repository,
representation,
republic,
requirement,
rescue,
research,
research agenda,
research area,
research community,
research design,
research gap,
research landscape,
research objective,
research paper,
research question,
research trend,
researcher,
resident,
residential building,
resilience,y
resilience mechanism,y
resilient,y
resilient city,y
resilient landscape,y
resistance,
resolution,
resource,
resource allocation,y
resource recovery,y
respect,
respondent,
response,
responsibility,
rest,
restoration,y
restoration intervention,y
restoration planning,y
restoration project,y
restorative effect,y
restorative environment,y
restriction,
result,
results highlight,
resuspension,y
retention,y
retention pond,y
retreat,
return,
reuse,
review,
review article,
review highlight,
reviewer,
revision,
rewilding,y
richness,y
right,
riparian forest,y
riparian vegetation,y
riparian zone,y
rise,
risk,
risk assessment,
risk assessment framework,
risk management,y
risk mitigation,y
risk reduction,y
river,y
river flow,y
river landscape,
river restoration,y
riverbank,y
road,
roadmap,
robustness,
rockfall,y
rockpool,y
role,
romania,
rome,
roof,
room,
root,y
root reinforcement,y
roots,y
round,
route,
rule,
rumination,
runoff,y
rural area,
rural community,
rural landscape,
rwanda,y
rwl,
sacred grofe,
safety,
salinity,y
salt,y
salt intrusion,y
salt intrusion length,y
salt marsh,y
salt marsh restoration,y
salt pan,y
saltmarsh,y
sample,
sand,y
sand engine,y
sandbar breakwater,y
sandy beach,y
sao paulo,y
sas,
satellite,
satisfaction,
scalability,
scale,
scaling,
scc,
scenario,
scenario analysis,
scheme,
scholar,
scholarship,
school,
school garden,
schoolyard,
science,
scientific evidence,
scientific literature,
scientific research,
scientific study,
scientist,
scope,
scoping review,
scopus,
scopus database,
score,
scotland,
sdg,
sdgs,
sea,
sea level,y
sea level rise,y
seagrass,y
seagrass ecosystem,y
seagrass meadow,y
seagrass restoration,y
search,
season,
seasonal variation,y
seawall,y
seaweed farming,y
secondary data,
secondary forest,y
secondary outcome,
section,
sector,
security,
sedentary lifestyle,y
sediment,y
sediment availability,y
sediment deposition,y
sediment dynamic,y
sediment transport,y
sedimentation,y
seed,y
seedling,y
selection,
self,
self efficacy,
self esteem,
self regulation,
sem,
semi,
semi arid region,y
sendai framework,
sense,
sensing,
sensitivity,
sensitivity analysis,
sensor,
seoul,y
september,
sequestration,y
serbia,y
series,
service,
services,
session,
set,
setting,
severe stress,y
severity,
seville,y
sewer,
shade,y
shallow,
shallow landslide,y
shanghai,y
shape,
share,
shear strength,
shellfish reef,
shenzhen,y
shift,
shoot density,
shore,
shoreline,
shoreline change,
shoreline protection,y
short,
short term,
shortage,y
shortcoming,
shrub,y
sick leave,
side,
sierra nevada,y
sign,
significance,
significant attention,
significant barrier,
significant benefit,
significant challenge,
significant change,
significant difference,
significant effect,
significant factor,
significant impact,
significant improvement,
significant increase,
significant reduction,
significant role,
significant threat,
silvopasture,
similarity,
simulation,
simulation result,
singapore,y
sink,
site,
situation,
size,
skill,
sleep,
sloa,y
slope,y
slope stability,y
slovakia,y
slovenia,y
slr,
small community,
small number,
small scale,
small wetland,
smart city,
smart technology,
smd,
snow,
soc,
social,
social acceptability,
social acceptance,
social benefit,y
social capital,y
social co benefit,y
social cohesion,y
social connection,y
social cost,y
social development,
social dimension,y
social ecological resilience,y
social ecological system,
social ecological technological system,
social equity,y
social factor,
social group,
social health,y
social housing,y
social impact,y
social inclusion,
social innovation,y
social interaction,y
social intervention,y
social isolation,
social issue,
social justice,
social network analysis,
social outcome,y
social prescribing,
social prescription,
social relationship,y
social science,
social support,y
social value,y
social vulnerability,y
societal,y
societal benefit,y
societal challenge,y
societal need,
society,y
socio,
socio ecological system,y
socio economic benefit,y
socio economic factor,y
soft cap,
software,
soil,y
soil amendment,y
soil bioengineering,y
soil c,
soil carbon,y
soil carbon sequestration,y
soil carbon stock,y
soil conservation,y
soil erosion,y
soil fertility,y
soil health,y
soil management,
soil moisture,y
soil organic carbon,y
soil organic matter,y
soil property,y
soil quality,y
soil salinization,y
soil sealing,y
soil solution,y
soil temperature,y
solid,
solution,
solution approach,
solution implementation,
solution project,
solutions,
solutions implementation,
solutions project,
solutions scenario,
sound,
soundscape,
source,
south,
south africa,y
south asia,y
south korea,y
southeast asia,y
southern china,y
southern europe,y
southern italy,y
space,
spain,
spatial,
spatial allocation,
spatial analysis,
spatial configuration,
spatial distribution,
spatial heterogeneity,
spatial modelling,
spatial pattern,
spatial planning,
spatial resolution,
spatial scale,
spatial variability,
special focus,
special issue,
species,y
species diversity,y
species richness,y
species selection,y
specific challenge,
specific context,y
specific focus,y
specific location,y
specific objective,y
specificity,
spectrum,
spending time,
spider,y
sponge city,y
spread,
spring,
sri lanka,y
ssap,
stability,y
stage,
stakeholder,
stakeholder engagement,
stakeholder involvement,
stakeholder mapping,
stakeholder participation,
stakeholder perception,
stakeholder perspective,
stakeholder workshop,
stakeholders perception,
standard,
state,
statistical analysis,
status,
stay,
stem,
step,
stewardship,
sth,
stimulation,
stock,
stockholm,y
storage,
store,
storm,y
storm event,y
storm surge,y
stormwater,y
stormwater management,y
stormwater quality,y
stormwater runoff,y
strategic planning,
strategy,
stream,y
streamflow,y
street,y
street greening,y
street tree,y
strength,y
stress,y
stress level,y
stress reduction,y
stressor,y
structural equation modeling,
structure,
student,
study,
study area,
study protocol,
study region,
study site,
sub,
sub objective,
sub saharan africa,y
subject,
subset,
substrate,
success,
successful implementation,
successful integration,
sud,
suds,
suggestion,
suitability,
suitability assessment,
suitable area,
suite,
summary,
summer,
supply,
support,
surface,y
surface runoff,y
surface temperature,y
surface water,y
surge,
surgery,
survey,
survey data,
survival,
sustainability,
sustainability challenge,
sustainability goal,
sustainability transformation,
sustainability transition,
sustainable agriculture,
sustainable alternative,
sustainable approach,
sustainable city,
sustainable design,
sustainable development,
sustainable development goal,
sustainable development goals,
sustainable drainage system,
sustainable future,
sustainable land use,
sustainable management,
sustainable nature,
sustainable planning,
sustainable practice,
sustainable solution,
sustainable stormwater management,
sustainable strategy,
sustainable tourism,
sustainable urban development,
sustainable urban drainage system,
sustainable urban planning,
sustainable use,
sustainable water management,
swb,
swbe,
swbe structure,
swbe technique,
sweden,
symptom,
synergistic effect,
synergy,
synthesis,
system,
systematic analysis,
systematic literature review,
systematic map,
systematic map protocol,
systematic review,
systematic scoping review,
systematic search,
systems,
systems approach,
t co2,y
taiwan,y
tank,
tanzania,y
target,
target group,
task,
taxa,
taxonomy,
teacher,
technical knowledge,
technical solution,
technician,
technique,
technological development,
technological innovation,
technological solution,
technology,
temperature,y
temperature reduction,y
temporal,
temporal dynamic,
temporal scale,
temporal variability,y
temporal variation,y
tendency,
tenerife,
tension,
term,
terminology,
terrace,
terrain,
terrestrial ecosystem,y
territory,
tertiary treatment,
test,
text,
thailand,y
thank,
thematic analysis,
theme,
theoretical framework,
theoretical model,
theory,
therapeutic horticulture,y
therapeutic intervention,y
therapy,
thermal comfort,y
thermal resilience,y
thing,
thinking,
third,
threat,
threshold,
tianjin,y
tidal inlet,y
tidal marsh,y
tidal wetland,y
timber,y
timber production,y
time,
time contribution,
time payment,
time series,
timeframe,
title,
today,
tolerance,
tool,
tools,
top,
topic,
topography,
toronto,y
total,
total nitrogen,y
total phosphorus,y
tourism,y
tourism destination,y
tourist,y
town,
toxic element,y
trace,
traction,
trade,
trade off,
tradeoff,
tradition,
traditional approach,
traditional ecological knowledge,
traditional engineering solution,
traditional gray infrastructure,
traditional knowledge,
traffic reduction,
trail,
training,
trait,
transdisciplinary approach,
transdisciplinary research,
transferability,
transformation,
transformative adaptation,
transformative change,
transformative potential,
transition,
translation,
transparency,
transport,
transportation,
treatment,y
treatment performance,y
treatment system,y
treatment wetland,y
tree,y
tree canopy,y
tree cover,y
tree diversity,y
tree planting,y
tree species,y
trend,
trends,
trial,
tropic,
tropical,y
tropical climate,y
tropical cyclone,y
tropical forest,y
trust,
tss,
turbidity,y
turin,
turkiye,y
turn,
type,
typhoon,y
typology,
uav,
uer,
ues,
uf nbs,
uganda,y
ugi,
ugs,
uhi,
ulls,
umbrella concept,
unbs,
uncertainty,
understanding,
understory plant species diversity,
unequal distribution,
unintended consequence,
unit,
united kingdom,y
united nation,
united nations sustainable development goal,
united state,y
united states,y
university student,
unmanned aerial vehicle,
upscaling,
uptake,
urban,y
urban adaptation,y
urban afforestation,y
urban agenda,
urban agriculture,y
urban area,
urban areas,
urban biodiversity,y
urban blue infrastructure,y
urban canyon,
urban challenge,
urban climate,y
urban climate adaptation,y
urban climate change adaptation,y
urban context,
urban design,
urban development,
urban drainage,y
urban drought,y
urban ecosystem,y
urban ecosystem service,
urban environment,y
urban environments,y
urban expansion,y
urban fabric,
urban flood,y
urban flood management,y
urban flood mitigation,y
urban flood risk,y
urban flood risk management,y
urban flooding,y
urban forest,y
urban forest management,
urban forestry,y
urban garden,y
urban governance,
urban green,y
urban green area,y
urban green infrastructure,y
urban green space,y
urban green spaces,y
urban greening,y
urban greenspace,y
urban growth,
urban hazard, 
urban heat,y
urban heat island,y
urban heat island effect,y
urban heat island mitigation,y
urban heat islands,y
urban heat mitigation,y
urban infrastructure,
urban lake,y
urban landscape,y
urban living,
urban microclimate,y
urban morphology,
urban nature,y
urban nbs,
urban nbs trade off,
urban park,y
urban parks,y
urban plan,
urban planner,
urban planning,
urban policy,
urban population,
urban regeneration,y
urban resident,
urban resilience,y
urban river,y
urban runoff,y
urban scale,
urban setting,
urban soil,y
urban soil hydrology,y
urban space,
urban sprawl,
urban stormwater management,y
urban structure,
urban sustainability,
urban sustainability challenge,
urban sustainability goal,
urban system,
urban transformation,
urban transition,
urban tree,y
urban trees,y
urban vegetation,y
urban water challenge,y
urban water management,y
urbanisation,
urbanism,
urbanization,
urgency,
urgent need,
usa,y
usability,
usace,
usage,
usd,
use,
useful tool,
user,
utility,
utilization,
valencia,y
validation,
valuable information,
valuable insight,
valuation,
value,
value chain,
variability,
variable,
variance,
variation,
variety,
vegetated soil,y
vegetation,y
vegetation condition,y
vegetation cover,y
vegetation density,y
vegetative swale,y
vehicle,
velocity,
veneto region,
verification,
version,
vertical greening,y
veteran,
viability,
viable solution,
viable strategy,
vienna,y
viet nam,y
vietnam,y
view,
viewpoint,
vineyard,
virtual nature,
virtual reality,
vision,
visitor,
vital role,
vitality,
vmd,
voice,
vol,
volume,
volunteer,
vosviewer,
vr intervention,
vulnerability,
walk,
wall,
warming,y
waste,y
wastewater,y
wastewater treatment,y
wastewater treatment plant,y
water,y
water availability,y
water balance,y
water bioengineering,y
water body,y
water conservation,y
water cycle,y
water depth,y
water energy food nexus,y
water flow,y
water hyacinth,
water infrastructure,
water level,
water management,
water manager,
water pollution,y
water pollution control,y
water purification,y
water quality,y
water quality improvement,y
water resilience,
water resource,
water resources management,
water retention,y
water retention measure,
water reuse,y
water scarcity,y
water sector,
water security,y
water storage,y
water supply,y
water sustainability,y
water system,y
water temperature,y
water treatment,y
watershed,y
watershed management,y
watershed restoration,y
wave,y
wave action,y
wave attenuation,y
wave energy,y
wave height,y
wave transmission,y
way,
waypoint,
weakness,
weather condition,
web,
week,
week nature,
welfare,y
well,y
wellbeing,y
wellbeing benefit,y
wellbeing outcome,y
wellness,y
west africa,y
western europe,y
wetland,y
wetland ecosystem,y
wetland restoration,y
wetland system,y
wetlands,y
while,
whole,
wide range,
wide variety,
wider implementation,
widespread adoption,
wildfire,y
wildlife,y
wildman programme,
willingness,
willow,
wind,
winter,
woman,
wood,
woodchip,
woodland,
word,
work,
workplace,
workshop,
world,
worldwide,
wr wecc,
wsd,
wtp,
wuhan,y
wwsl,
wwtp,
year,
year period,
yield,
young adult,
young generation,
young person,
youth,
yuetang district,
zhengzhou,y
zimbabwe,y
zinc,y
zone,
